Age,Height_cm,Weight_kg,Income
44,176.2,76.3,81243.89
89,168.6,71.7,37064.39
65,171.3,73.5,21785.21
70,176.7,71.5,39231.46
70,168.5,68.0,31652.42
56,168.3,63.2,70650.52
20,175.5,75.8,15513.79
43,169.0,66.7,24697.08
71,164.6,65.6,107701.77
61,170.0,73.0,29000.11
42,163.3,64.3,88200.14
52,169.5,69.2,46869.20
23,176.8,73.9,39342.95
83,161.5,65.9,26463.50
37,169.7,67.0,53156.82
37,174.2,73.7,41468.28
36,169.6,70.3,10000.00
31,179.8,79.4,136616.09
48,170.4,70.2,67023.27
38,172.7,68.2,13752.85
60,179.7,77.1,42226.19
72,173.6,66.9,36701.16
27,169.9,68.1,21124.81
58,167.0,68.5,89434.44
25,169.0,71.2,177949.02
70,172.4,69.1,33187.43
52,164.6,70.8,34163.34
53,179.2,72.1,21345.07
42,186.1,84.2,10000.00
47,170.1,70.8,73042.52
45,158.0,61.3,200000.00
36,175.5,74.8,43381.18
80,170.8,69.9,42472.57
76,174.7,78.0,47025.61
39,169.8,65.8,31582.25
43,176.7,73.6,17813.68
70,165.0,65.4,200000.00
21,173.0,71.1,76047.88
34,172.3,68.1,85081.92
39,172.9,73.3,200000.00
26,175.5,74.4,59909.99
29,176.5,79.5,23337.81
58,162.1,65.2,18769.35
58,175.6,77.0,200000.00
72,171.3,73.3,102438.56
54,168.7,65.0,45684.43
42,172.0,69.7,30538.71
53,171.7,69.6,38591.80
87,170.7,73.1,71368.96
36,157.7,60.0,200000.00
81,171.0,70.1,47093.57
25,168.6,67.9,23105.02
70,172.4,74.4,15763.30
26,169.6,66.0,88164.12
82,184.9,82.1,132356.45
43,168.6,72.6,200000.00
39,159.3,62.4,200000.00
63,169.3,67.6,12906.82
53,166.9,67.6,51427.22
19,171.5,66.2,35177.53
71,166.9,64.8,42136.83
18,174.4,72.0,23679.22
76,169.9,65.9,68009.57
27,172.5,73.4,16076.33
83,180.3,74.4,77483.08
55,170.5,73.3,142995.57
24,160.7,63.5,31540.52
42,166.6,64.6,138985.22
36,160.4,60.1,56484.19
50,165.9,66.0,117183.30
86,150.0,56.6,66377.96
40,175.9,74.0,21717.34
55,159.6,64.1,48942.61
68,175.0,73.4,33623.24
77,165.5,67.6,106774.96
40,168.1,72.1,40414.66
29,181.4,79.6,129299.80
33,167.8,64.4,79623.15
66,163.2,63.3,59938.60
73,166.5,72.3,62515.59
64,161.3,60.9,121315.40
88,175.9,68.7,91126.00
56,173.9,69.7,118171.31
58,167.9,66.9,19743.79
21,175.4,75.2,30651.76
22,174.2,76.2,50257.41
89,168.1,65.3,39392.19
76,171.7,74.7,21487.69
75,168.3,70.1,154436.02
49,165.4,68.8,17907.28
25,152.1,58.4,120644.07
68,168.0,66.5,200000.00
23,169.9,74.6,31759.28
60,160.2,65.5,10000.00
44,175.8,74.4,32539.33
54,168.3,72.1,25030.66
29,172.8,79.5,14091.80
44,171.8,73.8,72898.90
45,169.1,62.8,74330.36
33,165.8,61.1,75874.65
64,164.9,66.1,21680.08
46,158.0,57.2,132315.40
45,180.1,75.7,27680.39
29,172.1,71.8,19404.56
35,163.0,62.7,18770.34
67,173.8,75.1,25622.32
72,161.7,65.7,55243.08
24,174.0,69.6,19394.53
36,172.8,72.5,24030.07
70,165.3,64.1,200000.00
33,158.7,62.6,28027.71
76,166.3,65.8,110444.86
84,170.5,72.6,53880.62
62,158.8,60.3,118018.18
49,164.9,70.0,60458.84
78,178.9,77.6,50514.28
68,169.3,64.2,37208.42
43,188.3,86.8,24473.77
89,172.9,70.8,62895.07
54,168.5,62.1,30572.45
49,163.5,63.2,10000.00
54,161.8,64.5,68275.26
84,170.9,72.4,45434.83
64,166.4,68.5,70283.24
85,167.6,67.4,50007.27
52,171.1,69.2,101271.35
47,165.0,62.6,75035.41
22,175.9,76.8,44569.90
75,171.8,72.9,71621.10
55,165.7,64.1,164263.56
49,171.5,75.0,23244.06
20,153.8,59.5,10000.00
59,172.6,74.3,117707.84
49,172.5,71.4,86963.02
53,155.5,64.1,200000.00
20,156.9,56.7,55214.04
56,167.7,61.1,39645.44
53,165.5,68.5,75092.87
77,169.5,71.9,109028.27
45,170.3,72.2,86878.59
27,180.6,82.0,40717.01
55,167.4,70.7,158778.60
64,174.2,76.5,20784.14
56,166.6,67.8,27436.01
27,172.7,72.8,200000.00
75,167.0,67.4,93811.10
57,160.7,65.2,34286.02
86,165.6,63.8,56674.38
30,172.6,71.1,200000.00
36,161.8,59.7,41249.35
19,170.5,71.7,26797.63
84,172.2,76.1,53485.70
59,172.3,68.8,112211.78
45,175.1,68.7,70714.65
25,184.2,81.3,130083.43
29,161.0,63.2,23635.65
22,167.3,66.7,17352.61
61,169.5,65.4,135734.66
49,166.4,69.8,17963.84
46,178.1,77.1,17798.15
72,178.6,82.0,25949.12
41,185.6,85.6,21918.25
45,168.9,65.9,28325.04
63,161.9,64.4,10666.25
61,168.3,69.8,176694.24
68,163.2,68.8,12619.11
66,175.7,72.4,200000.00
50,175.2,69.9,105803.31
44,175.3,73.9,200000.00
38,184.6,81.2,26434.77
21,170.1,68.8,35003.71
75,165.5,66.7,174919.01
61,169.6,60.6,20868.56
65,163.2,60.5,107425.61
75,165.1,65.8,47171.72
63,170.1,69.2,121453.87
22,173.4,78.2,178256.16
85,164.1,64.7,32059.60
21,160.8,58.0,25548.11
90,175.0,71.4,16014.67
33,163.8,67.4,13697.60
21,171.0,69.4,31507.46
85,178.0,69.9,51440.66
36,175.6,76.0,30973.02
66,174.1,76.2,65708.49
77,177.6,75.4,99762.70
45,171.6,69.0,31342.34
25,162.2,65.7,34528.99
37,187.2,78.1,152746.71
20,173.1,74.2,72217.03
48,173.3,72.2,43898.69
42,171.2,73.0,28378.23
61,158.1,56.6,114106.90
75,163.9,64.3,40419.50
79,181.4,81.9,10000.00
47,156.5,60.4,10000.00
42,169.2,61.2,24948.55
33,171.9,73.5,20558.64
66,167.5,70.5,53374.05
30,184.1,82.6,10000.00
83,159.2,61.0,52987.12
58,164.9,68.3,21031.32
80,172.2,71.5,128387.48
43,172.8,66.3,25514.43
85,170.7,67.7,111740.82
63,171.9,75.6,47002.93
52,165.5,65.0,32403.71
75,167.6,68.1,15858.61
67,162.6,58.4,24217.96
18,172.8,73.3,171780.00
24,158.1,61.8,45738.91
41,160.4,68.6,22976.61
54,176.1,76.8,65958.08
57,165.8,68.9,32339.82
82,186.9,78.4,26286.34
67,166.7,65.0,33998.82
43,166.8,73.1,117982.57
40,179.2,79.8,48181.15
32,176.8,76.5,93273.01
52,168.6,73.7,33606.55
87,169.3,66.3,28468.53
25,177.0,76.4,185713.42
20,171.4,72.0,19019.19
25,167.7,67.1,37374.03
55,168.7,64.1,136021.24
80,183.8,85.6,32840.36
64,167.8,67.9,200000.00
57,167.8,68.9,22329.54
67,169.7,67.1,88317.21
51,170.4,67.5,200000.00
88,164.8,64.2,59218.94
49,181.2,78.1,72062.76
76,167.4,70.6,105104.76
87,173.5,73.4,10000.00
51,181.5,76.1,180761.03
48,167.7,63.0,67950.75
65,172.8,74.5,52798.81
37,161.5,65.7,57566.65
74,164.6,64.1,10000.00
24,171.1,68.4,112906.27
68,167.3,67.3,70096.55
76,175.4,74.0,21137.57
41,166.5,67.4,72375.90
86,168.3,71.2,81751.40
88,165.8,68.9,30374.19
85,177.9,78.6,157717.61
21,168.8,65.3,44734.57
30,165.6,67.4,38926.90
59,164.0,65.6,91388.39
65,162.5,59.5,22857.48
63,174.9,72.3,32873.12
56,169.5,70.4,17794.66
28,190.7,83.0,42719.89
47,166.3,64.6,37104.64
53,159.2,61.1,56192.62
77,168.6,67.0,125117.88
80,185.9,86.2,92191.32
83,172.5,73.6,56147.53
85,169.5,65.0,159333.75
27,166.4,63.9,28548.90
84,167.8,71.0,78063.70
18,178.4,78.1,113937.05
22,164.2,56.1,200000.00
32,170.2,73.8,57031.18
27,171.1,70.3,35274.45
77,170.1,69.3,50699.02
41,167.9,65.0,53061.15
84,159.9,65.2,27284.89
64,171.5,72.1,50880.94
67,168.1,67.4,200000.00
29,178.6,68.3,11046.09
19,168.8,66.9,10000.00
26,169.6,65.8,12767.64
60,171.1,69.1,21603.68
83,173.3,69.4,17098.42
48,157.4,61.9,24172.34
57,172.2,75.8,19735.83
75,158.1,59.8,75013.89
31,167.4,63.8,21367.82
72,174.5,72.0,17688.74
67,184.5,80.4,10000.00
32,163.1,68.6,122430.64
46,164.2,64.8,166944.76
41,158.2,64.4,62865.39
89,164.9,61.0,56066.75
33,186.0,83.0,90426.49
86,158.9,57.5,104011.54
56,150.0,53.6,17682.71
22,176.2,76.0,39981.34
23,176.0,69.8,120719.11
26,170.3,68.0,30660.11
61,170.9,69.5,57628.05
83,175.5,74.5,148837.21
52,175.6,69.4,200000.00
45,162.8,64.8,121399.51
58,161.2,63.7,15972.44
33,163.0,66.7,26753.88
79,164.6,60.2,148882.32
42,175.1,72.6,25530.99
53,177.4,75.5,109499.01
32,167.6,68.0,200000.00
75,172.0,71.2,130744.87
64,169.4,67.2,200000.00
86,164.2,65.0,17940.98
77,163.8,73.0,10000.00
24,170.5,71.5,24639.20
63,175.3,69.1,50208.88
23,172.9,76.3,21979.06
66,168.6,73.2,24795.25
31,179.8,80.1,43944.69
33,180.9,82.4,32944.03
71,159.4,68.0,105897.40
35,161.7,63.6,50647.89
64,159.9,64.5,29314.49
32,176.3,79.2,117992.15
62,168.0,65.4,200000.00
89,170.4,74.2,75643.52
67,174.2,73.4,30854.69
33,169.9,72.2,11207.40
51,165.5,68.5,39021.27
35,162.3,61.2,17011.23
39,168.3,72.1,78353.31
49,175.6,72.7,200000.00
31,158.2,60.9,22953.98
37,166.6,69.1,29423.63
86,156.5,60.5,94868.61
70,176.5,73.1,25798.98
36,158.3,56.3,10273.66
19,158.7,58.0,145082.10
42,175.8,76.3,14092.28
29,165.5,67.3,45622.48
70,157.3,58.8,43620.48
49,173.7,71.7,33514.01
72,170.8,69.1,84960.04
78,183.6,77.6,12449.35
56,161.4,65.3,67689.98
74,163.1,60.5,22755.23
55,164.8,65.6,51353.77
65,176.9,78.9,23304.24
88,156.1,58.4,54402.15
88,167.4,72.0,103546.93
51,171.7,67.5,42257.43
56,178.1,72.1,36720.83
83,163.8,57.5,23909.00
22,171.8,73.1,53586.91
90,165.4,59.7,119692.73
64,161.1,67.1,45679.62
22,169.0,73.7,171943.17
58,167.8,68.4,38858.28
65,173.3,69.7,200000.00
58,183.5,75.2,10000.00
88,172.8,72.9,30064.26
51,169.7,69.1,23389.85
50,173.6,73.0,44967.76
33,164.5,66.6,83908.13
45,175.2,70.4,200000.00
56,165.1,64.8,54475.93
45,172.0,71.5,107225.75
23,168.1,74.7,23956.05
73,167.8,69.9,37765.68
37,180.8,78.9,92075.39
66,163.4,61.0,12763.33
89,173.0,75.7,17853.86
50,166.6,71.7,53686.16
20,175.9,69.7,43126.91
60,160.4,56.2,60782.48
21,167.3,67.4,10995.93
61,163.2,63.3,36783.83
89,180.7,82.6,39717.04
39,178.7,73.3,59464.66
42,164.7,62.3,107170.27
18,161.6,58.1,52078.56
36,166.5,63.5,18615.39
18,175.3,74.2,66919.92
57,171.7,66.2,10332.31
50,167.0,76.6,54584.90
62,177.7,68.2,77181.47
68,172.2,69.5,47209.58
20,163.8,65.1,90079.52
85,155.3,61.7,15213.07
37,184.3,78.5,200000.00
79,167.9,62.1,21775.74
86,153.2,53.2,10000.00
43,172.0,76.5,15789.77
75,158.2,53.9,200000.00
57,178.9,79.9,133358.28
63,178.5,77.3,15978.38
50,168.3,69.2,143883.88
24,162.2,66.7,158025.87
33,173.4,69.9,13530.96
34,178.4,79.3,149930.23
33,169.3,69.3,34498.45
68,167.3,63.2,93699.45
79,164.7,64.8,118651.41
24,167.5,67.2,116277.81
27,168.9,61.1,41722.52
46,166.5,63.6,23842.31
23,163.2,65.4,80217.53
86,181.6,79.6,104664.57
38,168.3,71.1,76074.51
73,166.3,70.2,47241.38
53,171.4,67.8,91553.29
46,171.7,68.5,11523.49
21,169.5,64.2,96554.42
51,162.0,64.5,41567.21
42,169.9,67.6,135918.55
33,171.0,73.7,57755.79
78,172.2,74.3,85964.06
19,171.8,72.3,84526.39
45,171.3,69.1,35747.49
20,162.5,66.7,25438.55
61,187.8,84.6,116053.49
59,173.2,72.7,66947.32
88,175.3,67.9,64106.96
25,174.3,74.0,114661.33
69,169.2,68.8,87303.17
77,163.0,63.4,170030.29
67,168.5,66.4,36475.48
87,163.3,59.4,80895.66
88,159.3,60.7,166406.09
23,184.6,75.3,28669.08
24,175.7,73.4,20949.24
31,170.7,68.2,45798.51
86,170.5,73.7,51675.69
32,174.3,78.5,61393.43
29,169.1,64.1,101874.22
55,165.6,68.2,80692.78
20,179.5,75.3,200000.00
71,163.5,62.7,157963.97
51,178.2,74.7,28979.97
90,170.1,73.3,112040.29
82,171.7,70.4,48396.69
55,167.4,68.5,89322.07
40,161.8,57.8,66894.28
20,164.7,61.7,10227.27
24,172.0,69.3,26392.88
23,163.8,64.4,57376.87
19,163.9,66.5,98685.10
53,174.9,71.6,18544.78
46,172.7,75.8,174493.67
26,160.8,61.2,112432.86
89,178.1,74.0,20680.02
84,178.7,79.2,49779.65
67,168.1,69.9,112860.50
83,157.9,54.4,145953.88
55,160.0,66.2,14811.74
47,165.9,64.4,27846.73
32,178.2,75.5,127111.51
64,170.9,67.4,18006.26
87,161.3,61.1,85970.13
87,180.1,72.7,49706.49
21,169.6,69.9,41554.07
18,175.6,72.1,10000.00
20,167.7,66.5,130585.18
29,156.5,61.7,25749.37
39,157.6,60.9,29245.80
57,164.1,64.6,77201.05
51,172.1,76.9,50256.34
68,173.0,68.3,50020.62
82,183.0,80.5,43768.46
22,169.8,73.0,30291.00
69,169.3,73.3,28554.21
62,163.1,59.4,85294.04
46,176.4,72.4,21369.93
68,180.1,81.2,27795.30
65,165.6,64.4,52275.63
38,169.1,68.8,87555.28
70,172.4,69.8,25341.07
47,164.3,64.7,23925.98
31,157.5,49.1,38441.12
89,171.0,69.0,22315.81
42,174.0,72.4,44652.07
57,163.4,62.7,10000.00
35,169.9,69.6,192851.90
57,184.4,77.6,46862.41
78,177.7,76.6,10000.00
40,173.5,77.2,29588.43
82,166.2,70.2,52385.60
52,174.4,75.1,44453.18
83,158.5,61.1,14991.76
24,169.3,66.7,150864.48
61,166.3,64.9,107071.17
73,175.2,76.3,15238.60
43,154.7,57.0,66279.54
63,187.5,90.7,21546.16
55,166.9,61.6,14465.72
49,181.3,78.3,21538.61
82,175.1,71.9,95192.80
29,172.2,73.5,19688.22
67,171.6,73.6,62067.34
19,170.5,65.9,13450.42
78,166.6,62.6,90091.44
50,172.9,69.4,37371.52
24,168.6,69.9,70830.43
36,173.8,73.8,15960.39
56,172.9,66.9,200000.00
62,167.2,68.0,200000.00
77,166.5,67.0,10000.00
80,171.9,70.7,153612.61
56,172.9,73.5,56153.81
31,166.5,67.2,75488.99
40,162.9,63.9,71644.73
68,171.8,74.3,111799.88
43,172.5,76.0,28758.49
53,170.8,68.8,12717.08
22,169.3,68.6,27115.92
66,175.6,76.0,24171.80
82,163.2,63.4,50227.10
86,164.1,66.7,48846.06
68,166.0,66.5,31189.98
24,169.2,71.0,26559.46
83,165.6,67.8,90867.06
51,165.7,65.6,19047.31
29,176.3,77.3,98324.25
21,169.4,71.0,47460.94
35,175.6,81.0,30044.35
22,170.0,63.9,20196.03
57,165.0,67.3,174557.11
66,177.8,79.0,10384.15
24,167.2,73.8,73695.24
69,172.4,69.8,44153.62
63,175.1,73.9,39342.12
75,168.7,66.9,15633.16
41,168.2,73.2,24917.16
23,164.5,62.6,200000.00
30,170.7,68.5,133464.22
36,164.6,60.7,123525.64
42,168.1,59.4,94734.88
52,167.5,67.4,63376.69
86,166.0,65.8,184274.60
65,171.8,70.1,61170.00
62,178.0,77.9,200000.00
79,175.4,76.1,159020.20
63,156.4,56.6,69648.25
28,170.3,69.8,90982.98
73,185.5,82.2,48047.36
61,170.6,69.9,200000.00
78,167.7,72.0,30017.97
68,178.9,78.1,91994.83
60,169.8,72.3,56894.60
23,178.2,75.6,24910.23
51,168.8,65.0,74342.30
34,172.9,75.0,10000.00
25,165.5,67.9,113586.86
67,177.0,73.8,200000.00
74,169.6,68.5,31655.85
24,170.9,71.7,36775.17
35,176.5,75.9,42857.03
78,173.2,71.6,127832.16
29,168.8,65.1,200000.00
69,160.3,67.4,165278.47
86,169.2,68.7,146801.54
85,167.5,70.8,71401.66
66,170.1,62.1,10000.00
89,168.5,64.4,42255.68
61,178.8,80.0,116687.95
83,173.7,71.9,115018.25
68,167.6,70.6,42464.50
44,174.8,71.6,10000.00
43,180.1,77.4,112312.15
71,165.5,63.5,22970.95
82,168.4,71.0,23043.01
43,165.2,64.5,127939.39
54,172.6,74.0,58566.17
34,184.6,86.3,113979.58
57,178.3,75.7,14615.50
31,167.8,67.3,46673.54
42,174.5,71.5,11382.35
24,178.6,82.5,126931.80
89,158.6,60.0,105133.31
52,163.0,63.1,21162.39
53,176.5,71.4,40575.54
43,159.7,59.5,87187.44
20,170.5,68.4,20567.48
55,175.1,76.9,10643.93
83,172.3,70.4,48321.08
48,169.3,67.7,100444.81
48,179.6,79.7,20479.39
56,175.8,74.3,167686.04
60,185.4,79.2,71929.05
63,162.2,67.8,160828.14
37,166.3,64.7,19490.48
32,169.5,69.8,20243.89
20,179.1,78.3,27535.84
20,175.2,67.1,186614.30
24,167.2,66.1,53333.91
82,163.2,62.2,42031.63
38,162.4,59.7,171585.46
76,182.2,79.3,16701.66
78,169.8,69.5,63385.13
84,171.4,72.1,45798.82
90,163.0,64.1,200000.00
51,170.2,69.4,117431.30
26,164.0,69.4,32197.59
79,170.9,69.0,200000.00
65,167.7,62.5,59030.05
52,165.0,62.9,84501.89
86,178.4,79.8,71618.77
53,179.0,76.3,200000.00
40,173.5,69.6,10000.00
42,157.4,61.6,81149.73
85,162.6,68.1,200000.00
49,162.9,63.1,16054.69
52,183.2,82.5,20791.04
72,177.4,80.0,61908.12
43,179.5,83.6,155517.29
26,164.8,66.9,67846.46
77,159.3,60.8,41231.65
67,177.1,75.1,49567.78
25,154.1,50.5,36051.96
31,170.6,66.0,32977.53
53,174.2,74.4,14710.61
40,162.2,71.0,200000.00
32,180.6,76.6,58686.54
85,168.0,67.1,20116.17
51,172.3,72.5,137632.44
18,173.7,77.1,10000.00
56,171.3,68.0,15655.88
40,166.1,64.9,65587.88
63,164.3,64.9,47926.88
29,172.7,72.1,83327.37
28,174.4,73.7,21988.39
28,176.8,76.3,33909.06
76,169.0,70.4,41850.50
80,170.6,71.0,23892.86
85,163.8,64.5,18256.23
32,177.2,71.3,200000.00
82,164.1,60.8,19406.42
27,174.1,70.6,39575.93
59,177.1,78.8,20887.00
37,177.0,79.6,28737.91
67,160.5,57.9,13550.00
42,159.2,63.8,15639.69
84,163.6,59.7,35970.52
57,162.6,65.5,36954.80
25,184.8,80.8,63418.09
50,172.6,65.2,200000.00
69,161.1,59.4,60867.54
59,163.0,62.2,31584.33
59,181.0,80.1,10000.00
52,179.1,77.0,15403.05
70,160.7,61.8,200000.00
75,175.4,73.1,95394.38
32,167.8,70.7,66192.66
79,168.6,65.4,81723.36
39,160.5,63.6,17358.94
24,167.2,74.4,68089.15
84,162.8,65.4,40238.94
22,178.9,78.5,135652.98
24,163.2,62.1,43418.42
65,178.1,82.4,24013.29
85,167.3,64.9,65617.73
46,156.5,58.7,33277.72
70,165.4,59.2,84345.54
73,161.1,60.4,50773.74
36,173.0,74.2,120353.75
85,161.4,62.2,21335.52
68,166.4,69.7,200000.00
73,171.8,71.6,71188.72
83,161.1,63.9,51174.01
18,179.2,80.2,122417.23
32,170.9,65.4,93495.72
19,170.1,72.1,89596.57
68,158.9,59.6,74959.36
62,165.8,64.6,95020.40
88,167.5,64.2,40060.88
59,160.9,63.6,84917.21
36,175.5,74.4,30817.88
70,169.6,71.6,24581.12
84,163.3,59.4,31661.53
26,167.0,70.2,10563.98
27,169.6,70.6,16455.53
32,183.3,78.1,37247.38
71,172.1,74.2,11717.16
47,163.7,65.5,35045.14
21,164.7,61.3,105769.50
86,166.5,67.1,37224.62
56,173.3,64.5,35084.36
33,172.1,73.2,42885.96
21,172.6,69.5,10000.00
60,168.6,63.3,54838.99
89,158.4,53.1,93454.48
37,173.1,72.8,116007.77
79,163.8,64.0,32054.67
34,173.0,70.8,186570.51
80,160.6,62.7,61983.87
67,169.2,68.7,120546.32
85,174.4,75.2,37072.31
57,183.2,80.5,183062.27
70,165.5,64.3,31809.00
32,179.5,76.0,68777.00
39,176.6,75.5,50901.36
85,166.8,68.2,16213.63
90,169.4,67.1,200000.00
65,165.6,64.4,36742.68
43,164.3,65.6,16741.62
49,159.2,61.8,23494.73
81,162.5,60.6,102199.65
73,151.7,51.4,200000.00
72,170.4,69.8,22274.45
60,180.1,79.3,74642.64
64,171.2,71.2,31903.91
75,169.9,65.1,10000.00
67,165.3,66.6,94470.70
81,182.9,82.9,19544.03
18,176.9,73.8,93138.64
29,160.7,60.0,82110.80
59,184.3,85.1,33578.95
65,180.4,81.3,69757.68
24,162.3,60.4,107546.30
37,175.2,74.3,10757.86
90,168.4,64.8,66258.51
80,156.0,59.7,77230.99
33,163.3,62.6,41174.62
23,175.1,70.6,200000.00
79,174.2,68.6,60794.03
61,189.1,89.6,200000.00
75,171.0,68.8,187797.71
18,157.1,68.7,200000.00
66,162.9,68.0,99209.41
39,166.6,70.5,143540.39
60,167.6,61.3,40224.10
74,167.4,66.9,200000.00
49,171.9,64.6,18911.87
75,180.1,79.3,200000.00
73,172.4,71.2,44242.45
35,156.1,62.9,14910.98
46,172.2,68.0,88368.87
80,157.0,60.6,47205.11
73,165.0,65.5,90457.00
54,181.8,79.2,200000.00
31,155.3,60.2,17905.03
19,183.2,82.0,200000.00
77,173.2,74.6,100630.29
81,171.8,72.5,110368.83
74,160.0,62.6,10185.83
58,170.0,67.1,81120.79
73,165.9,65.1,139336.60
32,163.3,60.9,200000.00
47,168.5,67.2,12605.42
43,185.9,84.3,38607.88
69,174.9,69.1,200000.00
84,167.8,70.0,10000.00
55,172.0,70.2,147264.38
49,166.4,66.0,67114.92
37,174.3,72.9,28679.25
34,160.8,62.6,36536.08
52,175.4,66.5,200000.00
28,158.7,60.1,115520.11
47,167.4,65.2,45948.62
79,177.2,74.6,25961.30
29,182.1,81.9,118763.63
34,153.6,55.1,39755.09
19,161.1,60.0,23461.84
43,169.5,69.9,43141.58
65,174.5,69.5,77919.56
90,165.2,69.1,44554.01
72,169.3,74.6,200000.00
39,169.7,65.0,109078.48
40,169.0,70.4,39942.09
47,169.4,73.4,107301.75
90,169.9,67.9,39586.80
43,181.2,77.0,44399.45
34,168.4,66.3,52096.62
83,178.7,80.3,33697.28
62,169.5,72.9,143002.00
51,165.0,64.6,135342.80
77,168.0,72.3,21514.66
47,157.9,56.2,200000.00
70,162.3,64.8,81029.04
40,164.8,62.6,10000.00
46,170.9,70.6,62137.71
74,181.4,77.9,89521.10
80,167.5,64.2,27099.94
72,162.7,64.5,200000.00
72,175.9,70.6,22592.77
41,171.3,72.6,83487.36
36,178.1,78.3,27067.05
60,176.8,75.4,28266.81
71,173.9,71.7,55727.47
76,172.5,73.6,24108.64
42,176.8,77.5,36679.18
36,176.3,73.1,27519.68
37,176.6,75.4,11911.58
43,176.5,73.6,37563.82
45,169.5,70.3,200000.00
85,164.3,62.6,29869.05
47,170.2,70.1,47365.31
20,167.2,66.8,54587.41
19,163.5,66.8,200000.00
33,181.2,77.2,74539.01
37,169.9,70.1,22213.81
23,162.6,62.2,10754.52
67,179.4,72.7,21540.37
86,170.8,69.3,55823.57
45,177.0,77.1,17263.43
39,167.4,69.2,165168.62
64,174.2,71.0,36704.70
56,174.5,76.0,168114.24
65,170.7,73.7,35164.33
81,165.6,63.0,23500.86
89,172.8,72.1,20779.23
37,174.2,76.0,78537.72
49,161.6,66.6,157431.58
24,186.9,84.5,74826.75
61,181.4,82.3,16898.91
40,171.0,74.1,53868.44
70,176.0,76.1,42603.41
54,169.9,68.5,10000.00
67,165.6,66.9,51786.11
53,176.7,72.9,110940.21
56,164.3,62.9,200000.00
64,172.6,66.9,104485.96
75,165.4,68.3,11913.01
27,164.1,67.8,22842.08
65,171.0,64.5,116807.02
50,177.3,74.0,17902.12
66,171.8,69.0,86156.02
65,170.4,71.2,32285.32
38,157.4,59.4,47228.46
50,168.6,70.2,18271.55
75,160.1,61.6,68509.33
63,170.4,70.5,34098.55
59,170.0,69.5,200000.00
78,169.6,72.5,33187.56
79,169.8,66.2,200000.00
22,173.5,70.0,78927.45
29,174.0,70.1,41904.83
71,172.4,72.7,26848.11
46,176.8,70.1,42252.83
89,153.1,50.5,33700.00
69,163.0,65.8,50208.78
33,173.1,67.8,40177.83
84,170.0,66.7,200000.00
26,164.0,60.5,96574.53
81,173.1,69.8,122458.61
73,175.1,82.4,145128.14
62,164.7,64.1,34091.51
24,165.5,65.7,16413.01
71,158.5,57.2,71516.66
54,169.3,68.4,50834.50
47,169.7,72.0,44059.44
63,162.6,63.8,200000.00
30,166.3,72.4,85918.69
64,169.6,66.7,19836.07
53,176.4,68.2,64612.15
55,167.3,68.4,76287.04
87,163.7,65.6,26550.22
44,180.4,78.3,102000.97
45,174.9,69.3,18024.73
80,160.9,60.5,24231.78
56,175.0,74.1,38125.74
88,166.3,67.1,34503.94
86,177.2,77.4,55607.83
33,167.1,64.0,25520.60
25,157.4,53.8,71729.67
31,166.0,65.6,67593.04
21,163.8,66.3,10000.00
77,165.3,61.6,166457.50
63,153.9,61.6,78328.82
27,169.2,67.7,42651.25
43,155.7,61.6,23713.30
20,169.1,73.9,93472.23
66,153.1,51.4,28308.26
80,162.3,64.7,33891.11
46,173.8,77.9,38162.10
72,174.9,72.1,35369.03
55,164.4,70.7,39577.57
68,173.8,75.5,11219.78
88,157.2,58.3,73059.40
47,176.8,74.9,23825.64
52,178.2,71.5,43628.58
45,168.5,66.1,32063.08
67,166.9,68.9,49083.75
48,153.6,55.8,42566.69
90,169.6,70.1,34204.37
64,174.6,76.6,56640.22
47,172.5,74.8,110343.82
50,171.0,71.4,65834.06
18,160.0,59.8,129905.09
54,170.9,70.6,151152.90
69,164.0,65.3,33314.67
34,179.9,75.8,200000.00
64,174.2,74.0,34931.46
58,171.9,68.5,15619.98
43,170.3,69.6,60871.91
77,163.4,62.3,83035.97
71,164.3,63.4,200000.00
31,183.4,83.5,108134.19
73,163.7,67.0,158696.83
34,170.1,68.9,155255.40
34,170.7,73.7,29719.80
57,170.0,71.6,80715.24
32,171.2,72.1,28635.14
21,183.1,80.2,55140.61
67,171.0,72.2,53193.03
73,173.5,71.0,67981.61
49,167.9,68.3,200000.00
41,168.6,72.0,167996.56
27,173.3,74.9,50500.17
74,179.8,75.8,36321.80
26,179.0,80.2,149705.48
59,150.0,50.4,62066.86
18,158.3,60.1,165394.14
60,184.5,85.2,10000.00
23,166.3,64.0,51683.51
26,167.3,68.2,159689.91
67,165.9,67.5,16836.92
41,160.9,66.0,13265.62
86,164.6,63.6,13780.35
63,166.2,68.8,56203.30
76,166.5,64.5,27153.62
28,163.1,62.8,71762.00
53,176.4,74.7,119979.00
50,169.4,68.5,27946.29
68,171.0,73.1,80582.26
19,170.6,77.2,54164.30
61,166.3,66.4,10000.00
80,165.1,65.5,21036.08
34,159.6,66.3,80035.24
37,175.1,80.8,86262.82
47,169.0,68.1,14174.73
73,178.6,77.5,44389.28
52,172.6,67.5,10000.00
78,181.1,76.5,48937.47
37,167.3,62.3,85827.52
87,163.2,63.0,12133.14
86,183.0,85.4,20119.58
40,178.1,73.5,14882.29
38,157.0,57.3,58739.33
73,173.2,73.4,99953.69
68,174.9,68.7,200000.00
