age,height_cm,weight_kg,income,bmi,bmi_category
68,167.6,64.1,49746.28,22.82,Normal
67,163.9,63.7,33183.03,23.71,Normal
56,165.9,63.0,36297.92,22.89,Normal
19,167.1,69.6,36473.38,24.93,Normal
46,179.1,74.3,113485.86,23.16,Normal
71,171.1,71.1,46185.67,24.29,Normal
77,179.0,72.7,169932.99,22.69,Normal
58,173.5,68.8,45032.01,22.86,Normal
69,167.8,64.0,35934.46,22.73,Normal
19,167.3,66.3,157923.46,23.69,Normal
52,173.9,73.1,50979.22,24.17,Normal
55,175.7,75.2,44622.23,24.36,Normal
83,177.0,69.9,51533.27,22.31,Normal
40,168.2,67.4,187168.18,23.82,Normal
34,171.2,68.1,65857.48,23.23,Normal
43,174.1,74.3,153939.33,24.51,Normal
30,167.3,66.4,40482.15,23.72,Normal
58,162.1,62.8,133284.58,23.90,Normal
64,164.4,62.6,61925.95,23.16,Normal
76,168.3,73.2,110646.57,25.84,Overweight
88,174.6,69.3,119343.35,22.73,Normal
23,178.8,75.5,21425.15,23.62,Normal
36,160.5,62.1,53345.25,24.11,Normal
39,165.8,65.2,118332.82,23.72,Normal
36,167.5,65.0,136573.08,23.17,Normal
78,175.6,68.6,154487.63,22.25,Normal
28,166.3,64.3,54941.99,23.25,Normal
20,167.0,64.1,199978.85,22.98,Normal
80,160.1,66.6,27675.21,25.98,Overweight
88,173.4,79.0,13023.23,26.27,Overweight
34,168.9,68.3,38945.89,23.94,Normal
42,165.4,61.4,146684.07,22.44,Normal
54,168.2,70.1,18810.90,24.78,Normal
56,177.9,73.0,13318.46,23.07,Normal
90,163.0,62.1,10628.77,23.37,Normal
47,164.1,62.7,96967.21,23.28,Normal
18,178.8,75.2,13587.89,23.52,Normal
48,170.5,68.7,81953.36,23.63,Normal
58,174.7,69.3,37216.23,22.71,Normal
55,172.8,69.6,24990.22,23.31,Normal
55,169.8,72.3,20351.87,25.08,Overweight
85,167.6,67.3,60200.75,23.96,Normal
76,175.8,74.5,25362.74,24.11,Normal
36,178.1,69.4,49776.72,21.88,Normal
43,177.6,78.5,71757.24,24.89,Normal
66,161.7,60.7,86783.64,23.22,Normal
47,179.1,80.4,115921.28,25.06,Overweight
49,167.5,67.8,57990.46,24.17,Normal
30,164.7,63.4,19432.40,23.37,Normal
36,168.8,63.4,76033.77,22.25,Normal
72,175.8,80.7,90252.05,26.11,Overweight
79,173.8,74.9,42462.43,24.80,Normal
75,168.2,70.5,38586.80,24.92,Normal
40,175.9,79.7,200000.00,25.76,Overweight
27,171.0,70.9,15615.70,24.25,Normal
29,166.0,70.2,77970.45,25.48,Overweight
46,165.0,63.9,128182.02,23.47,Normal
55,172.9,74.0,36777.43,24.75,Normal
83,169.4,67.0,42963.80,23.35,Normal
83,160.4,60.2,34837.80,23.40,Normal
18,175.9,74.5,50010.01,24.08,Normal
69,166.6,62.8,112344.08,22.63,Normal
39,181.1,79.7,41830.92,24.30,Normal
32,160.2,60.7,200000.00,23.65,Normal
58,168.7,62.3,33266.78,21.89,Normal
20,165.1,64.0,172739.84,23.48,Normal
42,163.2,62.9,81577.65,23.62,Normal
58,166.6,69.2,55127.51,24.93,Normal
37,182.4,80.7,187862.06,24.26,Normal
61,171.0,74.5,11845.58,25.48,Overweight
51,164.5,66.5,73309.02,24.57,Normal
76,157.2,57.6,26239.90,23.31,Normal
31,158.0,59.7,33772.06,23.91,Normal
22,166.2,65.2,32372.88,23.60,Normal
56,165.6,67.3,21001.23,24.54,Normal
36,168.4,68.2,11298.85,24.05,Normal
69,154.1,55.1,70946.69,23.20,Normal
24,169.4,68.9,47122.01,24.01,Normal
59,177.2,76.7,38148.67,24.43,Normal
90,181.4,76.0,99015.88,23.10,Normal
24,156.7,59.9,75095.78,24.39,Normal
40,164.4,60.1,39325.38,22.24,Normal
79,164.0,67.9,200000.00,25.25,Overweight
56,171.0,71.8,124987.39,24.55,Normal
30,161.5,67.5,200000.00,25.88,Overweight
33,181.8,76.0,34417.45,22.99,Normal
73,170.3,73.0,62599.18,25.17,Overweight
80,169.1,71.4,16404.91,24.97,Normal
44,181.1,78.2,37136.21,23.84,Normal
52,169.9,68.1,29561.11,23.59,Normal
75,172.8,68.4,200000.00,22.91,Normal
30,164.7,61.1,26810.50,22.52,Normal
33,160.4,59.5,40503.67,23.13,Normal
74,165.7,62.1,13513.91,22.62,Normal
31,185.3,87.2,80832.09,25.40,Overweight
74,174.4,68.5,22238.39,22.52,Normal
54,171.9,71.4,114287.15,24.16,Normal
90,163.2,65.2,10000.00,24.48,Normal
20,176.4,75.8,44815.86,24.36,Normal
87,160.5,63.2,10000.00,24.53,Normal
34,159.0,63.5,32154.79,25.12,Overweight
20,166.1,64.9,38610.78,23.52,Normal
70,183.7,81.3,29162.82,24.09,Normal
56,183.3,79.8,31875.20,23.75,Normal
79,166.8,70.7,119830.05,25.41,Overweight
25,165.3,71.9,200000.00,26.31,Overweight
23,158.5,56.7,67856.79,22.57,Normal
59,170.5,63.7,23057.33,21.91,Normal
82,171.1,72.0,52968.25,24.59,Normal
47,175.5,77.1,36349.51,25.03,Overweight
76,176.4,80.6,111327.53,25.90,Overweight
84,168.6,70.4,64786.56,24.77,Normal
81,173.9,76.8,12085.51,25.40,Overweight
55,165.1,70.4,134311.93,25.83,Overweight
68,173.8,76.9,119364.22,25.46,Overweight
56,166.4,69.1,192010.27,24.96,Normal
67,173.2,68.1,31413.14,22.70,Normal
59,172.6,71.5,65555.65,24.00,Normal
56,170.5,70.7,17214.02,24.32,Normal
49,175.6,73.7,47746.35,23.90,Normal
65,159.0,60.6,71472.29,23.97,Normal
72,162.5,68.1,28207.07,25.79,Overweight
85,168.1,65.5,68042.26,23.18,Normal
62,159.9,63.8,58161.47,24.95,Normal
25,167.2,68.0,33353.75,24.32,Normal
60,167.4,64.7,175870.38,23.09,Normal
41,179.2,73.8,40488.76,22.98,Normal
19,171.0,65.1,56350.26,22.26,Normal
23,177.2,76.8,13353.92,24.46,Normal
61,172.1,70.9,79781.77,23.94,Normal
86,166.3,63.9,32551.34,23.11,Normal
54,170.9,64.5,118334.21,22.08,Normal
50,175.1,74.9,15363.45,24.43,Normal
24,178.4,75.9,73674.02,23.85,Normal
67,169.1,66.5,10000.00,23.26,Normal
22,158.5,57.4,87034.47,22.85,Normal
79,158.0,59.2,42721.43,23.71,Normal
77,167.7,68.9,71624.78,24.50,Normal
90,153.6,55.6,29133.15,23.57,Normal
38,182.6,76.5,21277.58,22.94,Normal
29,174.2,72.7,33817.22,23.96,Normal
39,165.6,69.0,59432.06,25.16,Overweight
76,162.2,63.3,84010.06,24.06,Normal
33,177.2,75.6,65725.19,24.08,Normal
82,162.2,62.2,21519.04,23.64,Normal
29,162.9,61.0,200000.00,22.99,Normal
21,164.6,62.3,67461.41,22.99,Normal
34,170.8,65.0,28556.80,22.28,Normal
73,174.3,76.5,73245.82,25.18,Overweight
61,178.3,77.7,62954.46,24.44,Normal
43,177.3,75.7,42701.03,24.08,Normal
65,170.0,70.2,38417.51,24.29,Normal
65,177.1,76.3,121317.02,24.33,Normal
58,165.3,63.4,200000.00,23.20,Normal
55,157.3,58.4,10000.00,23.60,Normal
25,165.3,64.2,151336.38,23.50,Normal
36,164.4,72.4,50904.92,26.79,Overweight
56,165.6,68.9,61870.56,25.12,Overweight
27,163.3,64.5,168763.97,24.19,Normal
52,166.8,70.9,10000.00,25.48,Overweight
26,174.3,76.6,104098.07,25.21,Overweight
75,182.0,75.4,158581.77,22.76,Normal
25,157.9,59.2,26903.81,23.74,Normal
24,161.0,62.2,14260.10,24.00,Normal
64,164.5,66.8,200000.00,24.69,Normal
34,175.4,73.2,10291.01,23.79,Normal
43,168.6,67.9,72879.53,23.89,Normal
40,164.9,63.9,125564.62,23.50,Normal
33,175.0,76.6,71447.44,25.01,Overweight
73,176.7,70.6,83112.27,22.61,Normal
68,169.9,68.0,39389.74,23.56,Normal
35,164.3,59.3,75828.30,21.97,Normal
68,171.9,67.8,26427.40,22.94,Normal
70,168.4,69.0,29694.83,24.33,Normal
57,168.3,69.0,51625.42,24.36,Normal
60,166.4,65.5,12505.44,23.66,Normal
86,176.5,78.1,84045.57,25.07,Overweight
51,171.7,74.8,10000.00,25.37,Overweight
46,177.2,75.2,69307.76,23.95,Normal
57,179.4,78.0,75430.20,24.24,Normal
79,173.2,70.6,24457.93,23.53,Normal
69,166.5,68.4,16468.57,24.67,Normal
23,177.3,71.9,34628.26,22.87,Normal
51,173.3,77.5,88919.60,25.81,Overweight
72,188.2,88.4,68248.28,24.96,Normal
34,172.2,67.6,18386.99,22.80,Normal
90,174.9,71.0,54989.16,23.21,Normal
76,172.0,72.3,63293.59,24.44,Normal
79,169.3,67.8,60924.54,23.65,Normal
23,168.2,69.5,20575.29,24.57,Normal
60,172.1,70.0,57521.31,23.63,Normal
56,173.6,76.9,114204.82,25.52,Overweight
63,178.1,76.2,81068.02,24.02,Normal
80,172.2,78.4,72410.76,26.44,Overweight
43,166.8,68.6,200000.00,24.66,Normal
56,167.7,63.4,58150.53,22.54,Normal
67,160.7,68.2,23436.74,26.41,Overweight
72,181.6,82.4,23503.64,24.99,Normal
74,166.2,67.4,58583.17,24.40,Normal
42,176.8,77.0,13711.49,24.63,Normal
90,171.9,67.4,37793.55,22.81,Normal
18,172.1,65.7,75927.53,22.18,Normal
53,169.2,68.6,143459.61,23.96,Normal
62,164.5,69.1,12458.59,25.54,Overweight
22,163.2,65.1,54663.32,24.44,Normal
50,182.1,84.7,47021.76,25.54,Overweight
61,170.8,74.0,51716.57,25.37,Overweight
62,177.9,76.0,56794.07,24.01,Normal
26,179.7,81.1,48595.10,25.11,Overweight
38,167.1,71.6,175039.39,25.64,Overweight
35,173.0,71.6,153180.97,23.92,Normal
64,170.3,69.0,200000.00,23.79,Normal
42,161.9,63.3,49526.51,24.15,Normal
59,168.7,61.1,34549.83,21.47,Normal
71,174.1,73.6,20926.94,24.28,Normal
76,166.5,68.7,31328.51,24.78,Normal
31,167.7,67.9,95119.79,24.14,Normal
83,168.8,69.4,109256.20,24.36,Normal
30,184.8,81.8,91834.34,23.95,Normal
19,157.2,53.3,27494.94,21.57,Normal
21,173.5,77.2,27628.71,25.65,Overweight
32,168.2,66.8,200000.00,23.61,Normal
81,165.5,63.9,23646.84,23.33,Normal
33,168.1,71.9,178912.20,25.44,Overweight
68,174.7,76.2,71962.23,24.97,Normal
48,175.1,74.4,25859.65,24.27,Normal
20,171.3,72.7,17218.53,24.78,Normal
50,177.6,72.2,26896.48,22.89,Normal
20,178.9,76.6,72812.78,23.93,Normal
52,175.7,78.0,22051.00,25.27,Overweight
58,166.2,64.3,200000.00,23.28,Normal
56,173.5,69.3,41469.10,23.02,Normal
38,173.5,72.5,93918.26,24.08,Normal
73,164.3,65.1,87336.02,24.12,Normal
61,159.0,62.6,200000.00,24.76,Normal
36,155.8,54.1,33711.86,22.29,Normal
49,170.5,62.1,55009.01,21.36,Normal
25,172.1,73.8,14164.91,24.92,Normal
85,161.7,59.5,54863.95,22.76,Normal
72,177.3,73.6,139495.65,23.41,Normal
39,171.1,63.7,60919.15,21.76,Normal
67,179.4,80.3,200000.00,24.95,Normal
67,172.6,72.5,79819.03,24.34,Normal
62,162.5,64.3,30742.68,24.35,Normal
21,173.2,72.9,75355.08,24.30,Normal
82,174.7,67.1,13396.15,21.99,Normal
87,166.2,63.3,24359.94,22.92,Normal
89,159.9,60.0,16721.82,23.47,Normal
89,170.7,67.7,50730.27,23.23,Normal
85,163.0,63.0,47349.31,23.71,Normal
71,177.8,76.6,147912.62,24.23,Normal
22,167.1,70.0,45734.89,25.07,Overweight
51,182.1,75.1,20282.43,22.65,Normal
35,155.1,57.7,200000.00,23.99,Normal
34,170.9,72.2,10000.00,24.72,Normal
78,180.0,75.0,51761.26,23.15,Normal
77,163.8,63.8,60817.02,23.78,Normal
56,168.9,69.9,49539.20,24.50,Normal
71,167.2,67.1,78422.09,24.00,Normal
27,165.2,67.5,55237.62,24.73,Normal
34,171.7,71.0,78391.62,24.08,Normal
80,160.9,61.2,29079.27,23.64,Normal
50,169.2,65.2,13448.61,22.77,Normal
57,173.6,73.1,47957.01,24.26,Normal
51,168.5,68.4,19848.94,24.09,Normal
32,163.0,60.8,25954.65,22.88,Normal
78,177.2,77.1,142217.29,24.55,Normal
73,175.1,77.4,200000.00,25.24,Overweight
67,162.7,61.6,139834.35,23.27,Normal
43,160.9,60.0,118352.38,23.18,Normal
64,163.3,61.7,52771.91,23.14,Normal
87,173.8,67.5,124701.46,22.35,Normal
65,171.9,76.9,68860.32,26.02,Overweight
54,175.5,72.6,200000.00,23.57,Normal
37,167.7,64.9,21883.48,23.08,Normal
56,163.5,60.8,91594.44,22.74,Normal
45,176.4,73.5,16025.15,23.62,Normal
62,166.1,64.1,92068.87,23.23,Normal
21,171.3,74.7,10642.21,25.46,Overweight
31,159.2,57.1,16774.07,22.53,Normal
75,166.0,61.5,15762.94,22.32,Normal
45,177.1,76.9,62736.40,24.52,Normal
49,165.0,65.0,68792.56,23.88,Normal
57,175.7,73.4,200000.00,23.78,Normal
49,153.7,58.4,46056.16,24.72,Normal
73,166.1,66.6,100214.08,24.14,Normal
35,168.8,68.2,57789.44,23.94,Normal
73,182.2,75.5,92947.17,22.74,Normal
33,161.8,57.8,56901.41,22.08,Normal
45,174.7,71.1,134515.33,23.30,Normal
60,177.4,72.3,19387.27,22.97,Normal
82,164.9,66.1,10000.00,24.31,Normal
34,167.4,61.9,72797.81,22.09,Normal
60,171.0,68.8,10000.00,23.53,Normal
22,159.6,60.6,162810.59,23.79,Normal
23,166.8,66.7,30530.18,23.97,Normal
74,178.9,78.0,19640.82,24.37,Normal
70,173.7,71.4,200000.00,23.66,Normal
45,168.9,66.5,49176.60,23.31,Normal
63,170.8,73.7,41385.38,25.26,Overweight
45,174.1,71.8,98022.87,23.69,Normal
38,175.4,78.1,104161.31,25.39,Overweight
49,166.1,65.2,139384.60,23.63,Normal
40,180.7,78.3,15064.59,23.98,Normal
77,179.2,76.7,81005.67,23.88,Normal
48,174.7,73.9,38403.77,24.21,Normal
41,164.1,63.4,21825.90,23.54,Normal
57,162.9,64.0,52212.64,24.12,Normal
73,167.7,72.1,10000.00,25.64,Overweight
37,170.4,72.8,114739.10,25.07,Overweight
86,157.6,62.8,38490.62,25.28,Overweight
51,173.5,68.2,32533.56,22.66,Normal
66,179.0,73.4,44172.93,22.91,Normal
87,174.0,73.3,43002.49,24.21,Normal
49,165.3,67.9,139579.82,24.85,Normal
32,164.4,63.3,18650.65,23.42,Normal
72,172.1,69.0,35446.96,23.30,Normal
18,168.9,72.6,41145.81,25.45,Overweight
51,173.1,74.0,19170.64,24.70,Normal
89,174.2,76.0,57708.54,25.04,Overweight
48,177.6,74.4,26063.53,23.59,Normal
67,162.1,61.5,14128.15,23.41,Normal
56,171.6,73.5,80288.60,24.96,Normal
33,167.5,66.5,200000.00,23.70,Normal
41,169.3,67.0,52227.11,23.38,Normal
56,176.1,71.7,45561.64,23.12,Normal
25,176.8,73.5,44700.96,23.51,Normal
48,179.8,80.2,31426.99,24.81,Normal
48,173.0,67.3,143324.41,22.49,Normal
78,169.2,70.6,54416.52,24.66,Normal
27,168.2,65.8,10000.00,23.26,Normal
79,157.9,59.2,147095.43,23.74,Normal
47,179.4,76.8,117975.20,23.86,Normal
65,167.7,66.8,85924.06,23.75,Normal
58,173.5,71.4,10000.00,23.72,Normal
39,174.8,72.0,49867.50,23.56,Normal
85,161.3,60.7,111732.56,23.33,Normal
34,163.5,68.1,70356.31,25.47,Overweight
20,180.8,78.5,60139.04,24.01,Normal
72,172.0,70.6,111942.40,23.86,Normal
63,165.9,64.1,56678.81,23.29,Normal
83,169.1,67.4,147715.03,23.57,Normal
51,177.6,73.8,57835.58,23.40,Normal
19,176.5,77.1,53838.49,24.75,Normal
19,159.7,58.9,111630.61,23.09,Normal
49,181.4,72.2,34928.21,21.94,Normal
36,176.8,75.2,18625.01,24.06,Normal
85,168.9,67.6,50171.35,23.70,Normal
26,161.7,61.0,85060.27,23.33,Normal
82,177.4,78.3,114990.47,24.88,Normal
33,173.3,63.9,115564.93,21.28,Normal
26,159.8,66.0,47004.33,25.85,Overweight
38,168.4,71.2,42853.61,25.11,Overweight
28,191.9,86.5,29344.90,23.49,Normal
47,170.1,68.1,62609.15,23.54,Normal
42,164.8,66.7,11415.95,24.56,Normal
56,162.9,65.3,51034.73,24.61,Normal
57,182.4,77.9,200000.00,23.41,Normal
18,175.9,69.4,12917.02,22.43,Normal
27,179.9,84.0,57579.99,25.95,Overweight
29,171.7,73.6,70251.05,24.97,Normal
32,178.8,77.2,78873.20,24.15,Normal
24,164.1,65.2,20948.02,24.21,Normal
40,171.1,72.1,79523.38,24.63,Normal
58,172.0,73.2,30906.52,24.74,Normal
40,179.7,71.2,13834.95,22.05,Normal
42,172.2,70.1,117776.01,23.64,Normal
52,165.6,64.5,90937.85,23.52,Normal
58,170.4,69.2,20949.54,23.83,Normal
42,158.3,62.5,30649.16,24.94,Normal
34,153.8,51.4,29666.30,21.73,Normal
47,175.8,70.1,11390.70,22.68,Normal
19,167.4,65.2,99306.38,23.27,Normal
53,168.2,68.4,102714.12,24.18,Normal
86,175.8,76.7,37065.05,24.82,Normal
47,179.8,82.5,48750.23,25.52,Overweight
25,173.7,71.6,55437.22,23.73,Normal
69,183.5,83.3,62300.89,24.74,Normal
27,173.5,74.4,14868.53,24.72,Normal
32,172.1,72.7,77604.32,24.55,Normal
28,171.7,70.7,17358.23,23.98,Normal
82,161.0,61.0,92319.99,23.53,Normal
89,176.7,71.7,19175.45,22.96,Normal
59,152.9,52.7,15516.83,22.54,Normal
63,165.9,67.1,48754.05,24.38,Normal
65,170.2,69.4,47778.14,23.96,Normal
62,164.5,63.7,54893.50,23.54,Normal
57,166.8,68.8,22388.80,24.73,Normal
90,182.9,79.7,60012.86,23.82,Normal
71,177.7,73.0,65321.13,23.12,Normal
24,165.2,64.7,142760.01,23.71,Normal
46,166.7,69.2,59059.92,24.90,Normal
89,161.1,59.2,29153.36,22.81,Normal
47,174.9,74.0,14874.78,24.19,Normal
32,168.3,67.8,12613.76,23.94,Normal
81,156.2,56.3,66866.85,23.08,Normal
63,170.7,69.1,102094.82,23.71,Normal
59,173.1,67.2,22439.54,22.43,Normal
48,176.7,75.3,62913.47,24.12,Normal
27,169.5,64.9,42743.89,22.59,Normal
46,167.4,70.5,95436.76,25.16,Overweight
49,183.9,80.9,109015.73,23.92,Normal
85,170.0,67.6,10000.00,23.39,Normal
40,175.0,77.0,126588.82,25.14,Overweight
28,166.2,63.2,62740.07,22.88,Normal
49,174.8,71.1,30994.28,23.27,Normal
90,159.8,55.8,31782.20,21.85,Normal
53,166.8,70.7,51449.24,25.41,Overweight
45,161.5,68.2,31774.02,26.15,Overweight
66,165.8,61.0,21514.34,22.19,Normal
65,178.8,74.3,26443.36,23.24,Normal
39,165.7,66.1,19606.82,24.07,Normal
88,175.0,72.0,167995.07,23.51,Normal
61,180.6,78.2,52580.08,23.98,Normal
22,169.8,68.8,200000.00,23.86,Normal
47,177.0,76.4,69824.97,24.39,Normal
85,173.7,69.5,84948.10,23.03,Normal
46,170.8,70.6,19232.05,24.20,Normal
59,175.3,70.4,41084.67,22.91,Normal
62,182.9,79.1,53380.48,23.65,Normal
69,165.5,60.5,28176.81,22.09,Normal
81,163.3,62.8,32907.55,23.55,Normal
28,162.9,62.0,72977.86,23.36,Normal
55,177.0,78.0,74277.41,24.90,Normal
56,177.9,75.8,15010.83,23.95,Normal
29,166.2,66.7,64546.75,24.15,Normal
67,155.0,57.6,82247.80,23.98,Normal
26,165.3,59.2,29393.51,21.67,Normal
51,173.8,66.5,26824.10,22.02,Normal
42,169.5,68.0,74391.76,23.67,Normal
29,171.3,71.3,10000.00,24.30,Normal
78,166.3,65.7,50093.89,23.76,Normal
35,177.1,72.7,200000.00,23.18,Normal
36,172.4,70.6,10000.00,23.75,Normal
80,174.1,71.8,104858.35,23.69,Normal
82,171.1,72.6,81614.20,24.80,Normal
20,173.7,74.6,13704.61,24.73,Normal
38,173.2,70.3,79875.01,23.43,Normal
69,163.5,64.0,123137.41,23.94,Normal
74,172.6,72.3,17340.89,24.27,Normal
90,175.5,75.2,26457.01,24.42,Normal
58,178.1,81.1,51188.73,25.57,Overweight
18,172.9,71.7,120533.31,23.98,Normal
81,163.2,67.4,30723.15,25.31,Overweight
29,164.3,61.3,48141.34,22.71,Normal
26,167.0,65.0,27484.40,23.31,Normal
67,171.3,64.0,51117.40,21.81,Normal
62,169.1,69.1,128256.66,24.17,Normal
22,162.1,65.0,54999.83,24.74,Normal
30,162.1,55.4,36245.30,21.08,Normal
61,155.3,58.4,48547.46,24.21,Normal
36,150.0,55.8,24323.91,24.80,Normal
67,169.1,70.3,20431.34,24.58,Normal
48,186.2,79.6,147687.60,22.96,Normal
60,182.6,82.3,200000.00,24.68,Normal
52,163.2,64.0,10000.00,24.03,Normal
44,171.0,72.0,84431.42,24.62,Normal
42,159.7,60.8,108317.11,23.84,Normal
68,160.8,63.2,16802.14,24.44,Normal
55,161.6,66.0,32702.23,25.27,Overweight
61,168.4,67.4,29745.60,23.77,Normal
60,168.7,69.2,200000.00,24.32,Normal
33,171.8,74.6,200000.00,25.28,Overweight
84,174.6,72.8,21822.99,23.88,Normal
59,167.6,64.0,13446.24,22.78,Normal
70,170.3,71.6,100253.53,24.69,Normal
82,162.3,67.5,81579.32,25.63,Overweight
85,160.6,65.8,153180.53,25.51,Overweight
66,159.5,63.2,19275.91,24.84,Normal
75,174.5,66.0,95890.79,21.67,Normal
52,167.6,65.5,25879.20,23.32,Normal
71,156.9,57.3,87607.81,23.28,Normal
41,169.6,69.2,48357.22,24.06,Normal
69,161.3,67.5,200000.00,25.94,Overweight
24,181.6,75.9,74789.49,23.01,Normal
84,165.9,72.8,37691.26,26.45,Overweight
35,174.8,72.2,56608.72,23.63,Normal
65,177.6,73.4,45675.24,23.27,Normal
18,163.3,66.5,17690.54,24.94,Normal
29,170.5,72.5,200000.00,24.94,Normal
90,173.9,74.5,200000.00,24.64,Normal
78,170.8,67.7,42663.76,23.21,Normal
34,172.5,72.9,93870.45,24.50,Normal
27,160.7,58.9,200000.00,22.81,Normal
77,173.9,70.2,152205.21,23.21,Normal
90,166.6,66.3,37915.91,23.89,Normal
30,172.4,68.9,46194.54,23.18,Normal
66,176.4,77.8,10657.27,25.00,Overweight
38,174.7,71.5,100415.61,23.43,Normal
72,172.4,70.7,153022.31,23.79,Normal
48,174.5,70.4,153970.12,23.12,Normal
27,174.8,76.4,93968.46,25.00,Overweight
41,180.5,76.2,68657.81,23.39,Normal
57,169.8,72.6,20368.55,25.18,Overweight
76,171.1,73.5,66670.43,25.11,Overweight
19,176.5,73.4,28318.84,23.56,Normal
87,166.6,66.7,80212.91,24.03,Normal
65,160.7,60.6,25142.09,23.47,Normal
81,173.5,73.9,79754.84,24.55,Normal
85,168.6,67.6,164487.42,23.78,Normal
29,161.5,61.3,70207.81,23.50,Normal
24,173.5,72.4,67197.49,24.05,Normal
74,180.0,73.0,113720.90,22.53,Normal
31,158.6,60.1,200000.00,23.89,Normal
28,177.2,77.3,45397.97,24.62,Normal
52,152.2,56.0,79913.34,24.17,Normal
84,167.2,69.9,194830.96,25.00,Overweight
76,182.9,79.2,91321.20,23.68,Normal
55,167.7,66.1,10000.00,23.50,Normal
32,170.6,66.5,26257.88,22.85,Normal
42,175.3,72.5,98293.79,23.59,Normal
68,158.0,65.8,34878.40,26.36,Overweight
29,170.5,70.6,182790.78,24.29,Normal
56,170.4,67.9,200000.00,23.38,Normal
18,183.0,77.4,29394.35,23.11,Normal
41,161.3,57.6,19742.44,22.14,Normal
36,167.3,64.7,36124.05,23.12,Normal
67,163.5,66.4,34294.93,24.84,Normal
84,162.8,62.3,199238.47,23.51,Normal
28,177.9,73.1,19692.19,23.10,Normal
76,170.2,67.0,97534.89,23.13,Normal
65,166.1,68.2,174352.16,24.72,Normal
88,166.4,66.2,104514.04,23.91,Normal
84,166.1,64.3,74056.83,23.31,Normal
25,166.7,65.8,43208.31,23.68,Normal
72,161.1,68.9,200000.00,26.55,Overweight
61,168.2,71.6,40096.65,25.31,Overweight
26,167.5,71.7,117387.32,25.56,Overweight
36,164.7,59.8,43343.70,22.05,Normal
85,171.1,69.8,10000.00,23.84,Normal
57,171.7,68.8,39226.19,23.34,Normal
42,166.1,67.8,43439.43,24.57,Normal
41,169.0,71.7,43946.25,25.10,Overweight
79,185.1,83.2,27598.02,24.28,Normal
38,184.8,79.3,87813.59,23.22,Normal
29,162.6,61.5,97067.20,23.26,Normal
59,163.6,66.1,37969.61,24.70,Normal
90,162.6,65.6,37683.75,24.81,Normal
31,177.4,76.0,19421.94,24.15,Normal
36,167.2,67.5,62862.46,24.15,Normal
52,171.7,70.9,172802.70,24.05,Normal
32,184.0,82.1,172911.24,24.25,Normal
65,169.9,71.4,29159.73,24.73,Normal
36,174.9,75.3,200000.00,24.62,Normal
27,173.6,72.4,36091.91,24.02,Normal
37,165.9,65.9,20038.94,23.94,Normal
85,177.4,75.3,14678.17,23.93,Normal
86,164.1,62.3,18979.93,23.14,Normal
54,179.4,74.9,67518.24,23.27,Normal
47,165.9,67.7,39658.50,24.60,Normal
77,166.7,64.6,28310.02,23.25,Normal
32,162.4,65.7,23321.31,24.91,Normal
65,163.5,64.0,18812.42,23.94,Normal
67,167.0,69.4,22446.64,24.88,Normal
69,153.0,58.1,124695.82,24.82,Normal
33,168.4,70.6,200000.00,24.90,Normal
70,166.4,65.0,200000.00,23.48,Normal
62,175.5,75.1,92795.79,24.38,Normal
81,173.0,74.0,32103.81,24.73,Normal
30,165.0,60.7,27412.27,22.30,Normal
62,166.8,71.9,98745.80,25.84,Overweight
78,168.4,74.9,40056.89,26.41,Overweight
38,180.4,80.9,72439.22,24.86,Normal
72,164.2,67.1,200000.00,24.89,Normal
25,165.0,67.1,60774.40,24.65,Normal
70,162.1,62.1,200000.00,23.63,Normal
62,159.6,60.8,18134.85,23.87,Normal
32,172.1,74.0,74791.42,24.98,Normal
22,171.4,67.6,66312.99,23.01,Normal
72,179.0,73.7,20621.82,23.00,Normal
35,177.3,74.3,102874.83,23.64,Normal
54,186.8,85.7,198294.24,24.56,Normal
22,169.5,66.4,200000.00,23.11,Normal
88,168.2,67.2,72398.38,23.75,Normal
58,160.9,61.8,10000.00,23.87,Normal
86,174.9,70.4,76808.38,23.01,Normal
29,170.8,62.7,97493.59,21.49,Normal
33,174.6,70.1,40461.69,22.99,Normal
62,162.0,63.8,60680.98,24.31,Normal
62,172.5,72.9,32360.52,24.50,Normal
75,171.4,72.0,44331.57,24.51,Normal
85,171.0,72.0,124930.96,24.62,Normal
77,165.2,63.6,174538.33,23.30,Normal
28,178.3,73.8,15932.88,23.21,Normal
40,184.4,82.7,31558.18,24.32,Normal
84,162.2,62.5,11970.13,23.76,Normal
58,175.0,76.2,200000.00,24.88,Normal
81,150.0,55.1,109478.10,24.49,Normal
59,174.7,77.1,10000.00,25.26,Overweight
21,156.9,57.7,47178.66,23.44,Normal
52,166.3,69.6,38741.44,25.17,Overweight
78,160.8,68.2,25322.11,26.38,Overweight
65,168.5,68.3,127061.67,24.06,Normal
27,175.9,75.8,124470.80,24.50,Normal
33,157.0,56.4,63721.97,22.88,Normal
80,167.5,70.0,28065.35,24.95,Normal
89,166.4,69.8,28278.44,25.21,Overweight
72,181.1,77.2,52016.30,23.54,Normal
25,173.0,73.6,33135.34,24.59,Normal
63,161.8,63.7,49738.72,24.33,Normal
78,166.7,67.9,82623.65,24.43,Normal
64,180.9,81.0,12576.72,24.75,Normal
61,175.0,75.1,25270.99,24.52,Normal
